spot_name,region,richness,tags,summary,address,video_id,views,keywords
라피스 제주,서귀포시내,low,애견동반,,,ruMTduebJsM,13021,제주 애견동반 카페
목장카페 밭디,서귀포시내,low,,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
목장카페밭디,서귀포시내,high,야외석|주차편함,"말 먹이주기, 승마체험 가능/카페 내부 넓음/주차장 넓음",,jt8mcRpvyb8,48228,서귀포 카페
뮈르,서귀포시내,low,,,,K0WHbr3ramc,29350,서귀포 카페
뮈르,서귀포시내,high,브런치,영상을 통해 제주시가 아닌 서귀포 하예로의 주소(제주 서귀포시 하예로 28)가 본문에 명시되어 소개된 브런치 카페.,제주 서귀포시 하예로 28,JPVexkWBTwM,8776,제주 브런치 카페
미쁜제과,서귀포시내,high,베이커리|감성,,서귀포시 도원남로 16,Ml8qlMmfnI0,1823,제주 베이커리 카페
버터롤드,서귀포시내,high,베이커리|신상,하루에 3시간만 오픈하며 진한 버터향의 바삭·촉촉한 빵을 판매한다.,제주 서귀포시 이어도로 398 1층,zlCoh0tY0JY,18591,협재 맛집|제주 디저트 카페
브레드브루,서귀포시내,low,베이커리,,,pNDf-NNpD7k,3250,제주 애견동반 카페
브루클린제주,서귀포시내,low,오션뷰|감성,바다뷰와 감성적인 분위기를 내세운 서귀포 지역 카페로 소개됨.,,QOcuvcw8tsk,919,제주 감성 카페|제주 노을 카페
비브레이브 혁신도시점,서귀포시내,low,커피맛집,,,BEy6jwOlsFE,363,제주 카페|서귀포 카페
서귀피안 베이커리,서귀포시내,low,베이커리,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
서귀피안 베이커리,서귀포시내,high,오션뷰|베이커리|브런치|대형,에메랄드빛 바다를 보며 다양한 베이커리와 브런치 메뉴를 즐길 수 있는 3층 규모의 대형 카페. 청보리 크림·에이드 등 시그니처 음료와 베이커리가 소개되어 있음. 영업시간은 매일 08:00 ~ 20:00.,,m0Sydjx69Wo,2903,제주 오션뷰 카페
서귀피안 보래드 베이커스,서귀포시내,high,오션뷰|베이커리,호텔 서귀피안 1층에 자리한 베이커리 카페로 오션뷰 테라스에서 빵과 커피를 즐길 수 있음.,,25ImToPtlKw,2146,서귀포 카페
세러데이 아일랜드 카페,서귀포시내,low,,,,K0WHbr3ramc,29350,서귀포 카페
소라의 성 시민 북카페,서귀포시내,high,뷰|조용함,소정방폭포 주위에 있어 환상적인 뷰를 보실 수 있습니다. 음료를 파는 카페가 아니라 시민들이 책을 보고 여유를 즐기는 북카페입니다.,제주 서귀포시 칠십리로214번길 17-17,eaxB4oOXa9A,4171,서귀포 카페
소색채본,서귀포시내,low,감성,산방산 아래 위치한 카페라는 표현과 감성 분위기 언급이 본문(제목)에 있음.,,PqWa4hY2u_U,8008,서귀포 카페
시소 카이막,서귀포시내,low,디저트|감성,,,rOEtM9T3fTs,11479,서귀포 카페
시스터필드,서귀포시내,high,베이커리|감성,,서귀포시 월드컵로 8,Ml8qlMmfnI0,1823,제주 베이커리 카페
아침미소목장,서귀포시내,low,,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
어니스트밀크,서귀포시내,low,디저트,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
어떤바람,서귀포시내,low,감성,,,lyst3iSlVuI,60435,중문 카페|서귀포 카페
오기방,서귀포시내,mid,디저트|야외석,맛이 좋고 넓은 매장과 야외 포토존이 가득해 사진 찍기 좋은 곳.,,_hizx0sljXs,253,제주시 포토존|서귀포 포토존
오마이살롱,서귀포시내,low,감성,,,QhuE-w1ud3A,409,제주 감성 카페
오마이살롱,서귀포시내,low,,,,6m3RBSZP_eU,2132,제주 감성 카페
오마이살롱,서귀포시내,low,감성,,,64m6Vgph3uw,1286,제주 감성 카페
오마이코티지,서귀포시내,low,감성,,,QhuE-w1ud3A,409,제주 감성 카페
오마이코티지,서귀포시내,low,,,,6m3RBSZP_eU,2132,제주 감성 카페
오마이코티지,서귀포시내,low,감성,,,64m6Vgph3uw,1286,제주 감성 카페
오버더센스,서귀포시내,high,브런치|베이커리|애견동반|주차편함|감성,"프랑스식 브런치와 호주 3대 커피(듁스커피)를 제공하는 서귀포 브런치 카페로, 미술 전시와 감성 있는 인테리어가 특징이며 애견동반과 주차가 가능하다. 영업시간은 09:30-19:00(18:30 라스트오더), 매주 금요일 휴무.",제주 서귀포시 칠십리로 655 오버더센스,f5x9tXGZYlw,1918,제주 브런치 카페
오버더센스,서귀포시내,low,애견동반,,,ruMTduebJsM,13021,제주 애견동반 카페
오설록 티 뮤지엄 (카페),서귀포시내,mid,전통찻집,카페·선물샵·녹차밭이 함께 있는 장소로 언급됨.,,kq-2Fg1cvjw,76699,제주 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 조용한 카페|제주 노을 카페
오설록티뮤지엄 & 이니스프리 제주하우스,서귀포시내,low,전통찻집,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
울트라마린,서귀포시내,low,,,,xuaHb2CApn4,19035,제주시 카페|서귀포 카페
위이,서귀포시내,low,브런치,,,u9-dt7hUvyA,32511,제주 감성 카페
유동커피,서귀포시내,low,스페셜티,,,u5cbIjzGFtc,7681,제주 카페
이야이야요,서귀포시내,low,디저트,,,6f0lZPQ3ELI,1087,제주 여행|함덕 맛집
이정의 댁,서귀포시내,high,감성|디저트,"고즈넉한 기와집 마당과 앤티크한 내부, 케이크 등 디저트 제공. 고양이 동반으로 조용한 카페 분위기.",제주 서귀포시 예래로144번길 22-1,SVaaaTqf1N8,212,제주 감성 카페
이후북스,서귀포시내,low,감성,,,lyst3iSlVuI,60435,중문 카페|서귀포 카페
제주길,서귀포시내,high,감성,"2층 주택개조 카페로, 인테리어 하나하나 기억에 남던 카페입니다.",제주 서귀포시 서문서로 16-1,eaxB4oOXa9A,4171,서귀포 카페
제주선채향,서귀포시내,high,웨이팅|주차편함,웨이팅 있음/주차장 있음,,jt8mcRpvyb8,48228,서귀포 카페
중섭의집,서귀포시내,low,,영상에서 '느좋 카페'로 소개됨.,,kq-2Fg1cvjw,76699,제주 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 조용한 카페|제주 노을 카페
지유다,서귀포시내,low,,,,rOEtM9T3fTs,11479,서귀포 카페
진은수로스터리,서귀포시내,high,로컬,"아늑한 소규모 로스터리 카페로, 사장님이 커피에 정성을 들이는 곳이며 방문 당시 주로 현지인이 찾는 분위기였음.",제주 서귀포시 남원읍 태흥리 1859-2,TYc5djLDFd8,6990,제주 카페|제주시 카페|제주 오션뷰 카페|제주 노을 카페
집아페,서귀포시내,low,,,,SIH-rnBAYVE,24615,제주 명소
집의기록상점,서귀포시내,low,,,,xuaHb2CApn4,19035,제주시 카페|서귀포 카페
친봉산장,서귀포시내,high,감성,빈티지 감성 가득한 산장 느낌의 카페로 벽난로가 있어 감성 충만한 시간을 보내기 좋으며 시그니처 메뉴들이 있음.,제주 서귀포시 하신상로 417 친봉산장,9k3X4yL8i-I,20106,제주 애견동반 카페
카페 고도정,서귀포시내,low,,,,pKGug_P_DnQ,261,조천 카페
카페 담소요,서귀포시내,low,애견동반,,,pNDf-NNpD7k,3250,제주 애견동반 카페
카페 뮈르,서귀포시내,low,감성,,,rOEtM9T3fTs,11479,서귀포 카페
카페 오하효,서귀포시내,mid,감성,분위기 좋은 카페(본문에 ‘분위기 좋은’ 표현).,,K0WHbr3ramc,29350,서귀포 카페
카페공작소,서귀포시내,low,감성,서귀포 감성 카페 투어에 포함된 카페 이름으로 언급됨.,,QOcuvcw8tsk,919,제주 감성 카페|제주 노을 카페
카페더클리프,서귀포시내,low,오션뷰|노을|감성,서귀포 바다뷰 카페로 노을과 감성 연출을 강조하며 추천 목록에 포함됨.,,QOcuvcw8tsk,919,제주 감성 카페|제주 노을 카페
카페루브린라운지,서귀포시내,low,,,,zOeRsIGlYLw,316,위미 카페
카페오하효,서귀포시내,low,감성,,,lyst3iSlVuI,60435,중문 카페|서귀포 카페
카페음파,서귀포시내,low,오션뷰|감성,,,lyst3iSlVuI,60435,중문 카페|서귀포 카페
코모커피,서귀포시내,low,,,,j6WtrfwXElE,39764,제주 신상 카페
코우코알라,서귀포시내,high,오션뷰|통창|디저트,"통창으로 보이는 제주도 뷰를 즐기며 휴식할 수 있고, 진한 밤 바스크 치즈케이크와 드립커피 조합을 추천함.",제주 서귀포시 천제연로 103-15 2층,6upjX1Wo9Cs,5684,서귀포 카페
코츠커퍼,서귀포시내,high,브런치|주차편함,유럽감성 카페/브런치 카페/주차장 있음,,jt8mcRpvyb8,48228,서귀포 카페
클로피,서귀포시내,high,애견동반|디저트,"견종·무게 상관없이 케이지 없이 입장 가능. 후르츠산도(5.2), 멍쿠키(1.5), 썸머에이드(7.5) 등 메뉴와 빈티지 의류 판매가 있음.",서귀포시 법환동 237,_Hr20ncLrpE,1107,제주 애견동반 카페
테라로사 서귀포,서귀포시내,low,베이커리|오션뷰,,,1p8gg-bwahQ,45874,중문 카페|중문 맛집
테라로사 서귀포점,서귀포시내,low,브런치|베이커리,,,D7Y8BB8jpXU,96878,협재 카페
테이블앤데스크,서귀포시내,low,애견동반,,,ruMTduebJsM,13021,제주 애견동반 카페
토은 (TOEUN),서귀포시내,high,숲뷰|주차편함|베이커리|디저트,숲에 둘러싸인 대형 카페로 산책로가 길고 주차장이 넓음. 시그니처 디저트 ‘솔뱅이 케이크’가 인기이며 다양한 커피와 베이커리 메뉴를 제공함. 영업시간·라스트오더와 반려동물 금지 등 이용 정보가 본문에 명시되어 있음.,제주 서귀포시 안덕면 동광리 260-2 / 신화역사로 632,MBYtGZetpT4,2326,제주시 카페|제주 신상 카페
투모로우,서귀포시내,high,브런치|디저트|오션뷰,"브런치와 디저트 메뉴(누렁지, 졸라누렁지 등)와 음료 가격이 본문에 표기되어 있으며 영업시간과 위치(제주 서귀포시 보목포로 201)가 명시되어 있음.",제주 서귀포시 보목포로 201 투모로우,FeOrslLQXzQ,2858,제주 노을 카페
티나케이크 서귀포시점,서귀포시내,low,베이커리|디저트,,,BEy6jwOlsFE,363,제주 카페|서귀포 카페
포레스트제이 카우셰드,서귀포시내,low,,,,4YgQg6iTU10,568,서귀포 카페
폭 POC,서귀포시내,low,감성,,,lyst3iSlVuI,60435,중문 카페|서귀포 카페
풀베개,서귀포시내,low,감성,햇살의 반짝임과 여름의 싱그러움을 만날 수 있는 카페라는 설명이 있음.,,N1W6Ijx7pas,584,서귀포 카페
풍류라운지 청,서귀포시내,high,디저트|베이커리,"뷰: , 분위기: , 시그니처 메뉴와 가격대: 망고폭탄빙수 21,000원, 웨이팅/혼잡도: , 주차: 바로 앞 주차장 넓음, 좌석 특성: , 영업 특이사항: 운영시간 매일 09:00 - 18:00",제주 서귀포시 중산간서로157번길 74 1층 풍류라운지청,0lmIBQNqBp0,3253854,제주 디저트 카페
플라네 하우스,서귀포시내,low,,,,SIH-rnBAYVE,24615,제주 명소
픽업카페,서귀포시내,low,,,,SIH-rnBAYVE,24615,제주 명소
핀스,서귀포시내,mid,,돌고래를 볼 수 있는 카페입니다.,,EEnwql8JVl4,12766,한림 카페|제주 브런치 카페|제주 조용한 카페
하라케케,서귀포시내,high,오션뷰|대형|야외석,수영장이 있는 오션뷰 카페로 범섬 뷰·한라산 뷰·노을 뷰를 볼 수 있으며 1인 1메뉴 주문 시 수영장(키즈풀·메인풀·썬베드·카바나) 무료 이용 가능. 샤워실·탈의실은 없어 수건 지참 권장.,서귀포시 속골로 29-10 16호,wklxF4Uu8KM,916,서귀포 포토존
하와이안비치카페,서귀포시내,mid,오션뷰|브런치|디저트|베이커리,"오션뷰 로스팅 카페로 브런치(파스타, 피자)와 디저트(크로플, 소금빵, 쿠키, 비스켓)를 제공. 커피는 산미 원두와 산미 적은 원두, 디카페인 옵션 보유.",,CtUbjqnQ6CE,30,제주 오션뷰 카페
할머니떡집,서귀포시내,high,,감귤모찌로 알려진 전통 떡집이다.,제주 서귀포시 중앙로42번길 24 할머니떡집,zlCoh0tY0JY,18591,협재 맛집|제주 디저트 카페
핫플 사자평낭 카페,서귀포시내,low,감성,,,d51r3699SQw,74968,제주 카페|애월 카페|협재 카페|제주 감성 카페|제주 조용한 카페|김녕 카페
해화탕,서귀포시내,low,,영상에서 '느좋 카페2'로 소개됨.,,kq-2Fg1cvjw,76699,제주 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 조용한 카페|제주 노을 카페
허니문하우스,서귀포시내,high,오션뷰|주차편함,"바다뷰 카페로 제주산 당근으로 만든 당근 주스와 당근 케이크를 제공하며 주차장에서 카페까지 약 300m, 도보 약 5분 거리임.",제주 서귀포시 칠십리로 228-13,TYc5djLDFd8,6990,제주 카페|제주시 카페|제주 오션뷰 카페|제주 노을 카페
허니문하우스,서귀포시내,low,,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
허니문하우스,서귀포시내,low,감성,,,lyst3iSlVuI,60435,중문 카페|서귀포 카페
허니문하우스,서귀포시내,mid,오션뷰|조용함,"야외 테라스에서 바라보는 바다 전망과 차분한 내부 분위기, 조용한 음악이 어우러진 곳.",,25ImToPtlKw,2146,서귀포 카페
히비안도코하루,서귀포시내,low,,,,K0WHbr3ramc,29350,서귀포 카페
AMA 아마,성산,low,디저트,두쫀쿠 성지로 소개된 곳.,,GsapnYjjxLM,4995,성산 포토존
Cafe Orrrn (카페오른),성산,low,오션뷰|대형,,,4Tq5sHeqxYw,480,성산 카페|제주 오션뷰 카페
고사리커피,성산,mid,감성,비자림 같은 감성 카페에서 여유 한 잔을 즐길 수 있음.,,BSFtYE4mG2Y,4622,성산 카페|우도 카페|우도 맛집
그초록,성산,mid,디저트|커피,두쫀쿠 맛집으로 소개되며 아보카도 커피가 언급된 카페.,,GsapnYjjxLM,4995,성산 포토존
나와산,성산,low,,,,7HL-KkURXzY,34217,제주 감성 카페
난사리다방,성산,low,브런치|감성,,,36bfv5Q_VFo,10695,제주 브런치 카페
난산리다방,성산,low,브런치,,,vk4Mvpet-7o,1328,성산 카페
난산리다방,성산,low,브런치,,,vZptPw7gE1o,4024,제주 브런치 카페
난산리다방,성산,high,브런치,브런치 맛집으로 소개되며 영업시간이 본문에 있음 (09:30 ~ 16:00).,제주 서귀포시 성산읍 난산로41번길 39-2,eHn-LOI-5Zo,312,제주 브런치 카페
단백 Danbaek,성산,low,,,,hx4-j0WOTd4,102088,성산 카페|세화 카페
도렐 제주본점,성산,mid,디저트,너티클라우드라는 크림커피가 정말 맛있다고 본문에 언급됨.,,O0lF-wNVmkU,2156,성산 카페
동쪽 일몰 맛집 카페,성산,low,노을|오션뷰,동쪽 일몰을 볼 수 있는 카페.,,d51r3699SQw,74968,제주 카페|애월 카페|협재 카페|제주 감성 카페|제주 조용한 카페|김녕 카페
드르쿰다 제주 성산점,성산,high,애견동반|주차편함|대형,"뷰: 사진명소·테마카페로 포토존이 있음; 영업 특이사항: 매일 09:00-17:30(라스트오더 17:00), 반려동물 동반 가능, 1인 1음료에 입장료 포함, 회전목마 현재 운행 중지.",제주 서귀포시 성산읍 섭지코지로25번길 64,QKxB2kQEiBk,291,성산 포토존
드림쿰다 in 성산,성산,high,감성|포토존,"포토존이 많은 이색 스튜디오 카페로, 커피나 메뉴를 주문하면 내부에서 자유롭게 사진을 찍을 수 있음.",제주 서귀포시 성산읍 섭지코지로25번길 64,Fm1uEezSf28,56,성산 포토존
랜딩커피,성산,mid,오션뷰|통창,바로앞 통창 오션뷰가 멋지고 사진찍기 좋은 카페.,,aKqCgTpWB9U,49721,성산 카페|성산 맛집
마이피기 팬트리,성산,low,디저트|베이커리,,,6Z4K6gYAEMY,129085,제주 카페|협재 카페|월정리 카페|성산 카페|성산 맛집|제주시 카페|서귀포 카페|제주 오름|제주 감성 카페|제주 브런치 카페|제주 디저트 카페|제주 신상 카페
모알보알제주점,성산,low,노을,,,Tmm-91Su-Ic,898,제주 노을 카페
목장카페 밭디,성산,mid,감성,말 먹이주기 체험이 가능한 목장형 카페.,,GsapnYjjxLM,4995,성산 포토존
무상찻집,성산,low,전통찻집,,,7HL-KkURXzY,34217,제주 감성 카페
무슈부부커피스탠드,성산,mid,커피,에스프레소 커피 맛집으로 소개된 스탠드형 카페.,,GsapnYjjxLM,4995,성산 포토존
미띠뽀티하우스 Mitipo teaHaus,성산,low,전통찻집,,,hx4-j0WOTd4,102088,성산 카페|세화 카페
민트카페,성산,low,,,,XbzwaDQZa74,60,제주시 포토존
블랑로쉐,성산,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
빵귿,성산,low,베이커리,,,7HL-KkURXzY,34217,제주 감성 카페
사시사,성산,low,,,,7HL-KkURXzY,34217,제주 감성 카페
서귀피안,성산,low,오션뷰,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
서귀피안,성산,low,오션뷰,,,98yJXHTBwOU,5101,제주 오션뷰 카페|제주 대형카페|제주 베이커리 카페|제주 노을 카페
서귀피안 베이커리,성산,high,오션뷰|대형|베이커리|디저트,"오션뷰와 어울리는 내부 색감과 인테리어가 인상적이며, 디저트 메뉴 중 땅콩크로아상 추천. 영업시간은 매일 08:00-20:00(19:30 라스트오더).",제주 서귀포시 성산읍 신양로122번길 17 2F,sHcZ-CrDBRM,357,성산 카페
서귀피안베이커리,성산,high,오션뷰|베이커리|대형|주차편함|키즈친화,"전 좌석 오션뷰, 유럽풍 인테리어의 초대형 베이커리 카페로 1층~3층 이용 가능하고 기저귀 교환 공간과 아기의자 구비 등 키즈 친화적 시설이 있음. 매장 직구운 빵 40여 종을 판매.",제주 서귀포시 성산읍 신양로122번길 17,wEOcwEfpmP4,35876,제주 카페|성산 카페|표선 카페|제주시 카페|서귀포 카페|제주 오션뷰 카페|제주 대형카페|제주 베이커리 카페|제주 조용한 카페|김녕 카페
서귀피안베이커리,성산,high,오션뷰|베이커리|디저트,오션뷰에 빵 종류가 수십 가지 있는 베이커리카페. 운영시간은 08:00~20:00.,제주 서귀포시 성산읍 신양로122번길 17 2F,10xHmsbbW_k,2458,성산 카페
성산일출봉 근처 프렌치토스트카페,성산,low,감성|디저트,,,hPRG49y-URc,2753,성산 카페
성산프릳츠,성산,low,오션뷰|감성,바닷가 근처에 위치해 바다 풍경을 즐길 수 있는 카페.,,8O4AUNQyJVs,13386,함덕 카페|세화 카페
성산해일리카페,성산,high,오션뷰|주차편함,성산일출봉과 우도를 함께 볼 수 있는 포토스팟 카페. 영업시간은 매일 9시~20시.,제주 서귀포시 성산읍 한라도 269-37 해일리카페,favR7edPyy4,2661,성산 카페|우도 카페
스나오코히,성산,low,디저트,,,6Z4K6gYAEMY,129085,제주 카페|협재 카페|월정리 카페|성산 카페|성산 맛집|제주시 카페|서귀포 카페|제주 오름|제주 감성 카페|제주 브런치 카페|제주 디저트 카페|제주 신상 카페
스타벅스 제주성산DT점,성산,low,드립,,,l4n0BMzLhCc,58432,우도 카페|우도 맛집
아베베 Abebe,성산,low,,,,hx4-j0WOTd4,102088,성산 카페|세화 카페
아베베-카멜커피,성산,low,브런치,,,6Z4K6gYAEMY,129085,제주 카페|협재 카페|월정리 카페|성산 카페|성산 맛집|제주시 카페|서귀포 카페|제주 오름|제주 감성 카페|제주 브런치 카페|제주 디저트 카페|제주 신상 카페
야원,성산,low,,,,WgxrPxcIsKI,1438,제주 카페
에곤,성산,low,,,,2RayiuQtN4c,3973,성산 카페
엠블라 Embla,성산,low,,,,hx4-j0WOTd4,102088,성산 카페|세화 카페
연이네,성산,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
오른,성산,low,,,,eO5pbrweDG4,114,성산 카페
오른,성산,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
오브시퀀스,성산,mid,감성,"포토존과 커피맛, 친절함이 좋았다는 본문 문구가 있음.",,O0lF-wNVmkU,2156,성산 카페
월간레코드,성산,high,오션뷰|디저트,"오션뷰와 LP 청음을 즐길 수 있는 레코드 카페로, 창밖에 성산일출봉이 보이며 조용한 분위기의 감성 공간이다.",제주 서귀포시 성산읍 일출로 230 2층,Hfkv_Sjf_xc,5967,성산 카페|제주 오션뷰 카페
월간레코드,성산,mid,오션뷰,성산일출봉과 오션뷰가 보이는 턴테이블 LP카페.,,lqYdejA2Loo,15787,세화 카페
인카페 온더비치 (incafe on the beach),성산,low,오션뷰,,,g6B66QOauZ0,2989,제주 오션뷰 카페
정체불명,성산,high,오션뷰|핸드드립,일본 소도시 감성의 실내와 초록빛 뷰가 인상적인 공간으로 그윽한 핸드드립 커피를 즐길 수 있음.,서귀포시 성산읍 삼달로163번길 34,Lv2pNfSyT-4,1387,성산 카페
제일성심당,성산,high,베이커리|로컬,"빵을 1층에서 판매하고 2층에서 구워 아침 7시부터 갓 구운 빵을 제공하며, 시그니처로 이불빵과 찐빵(무색소·무방부제)을 판매한다. 영업시간은 07:00~22:30.",제주 서귀포시 성산읍 고성오조로 47 1층,SOxTSr3Zb8A,5041167,제주 베이커리 카페
제주해일리카페,성산,low,,,,qLDpl6HcTiQ,1998,성산 카페
치타델레,성산,low,,,,7HL-KkURXzY,34217,제주 감성 카페
카페 더라이트,성산,mid,오션뷰|감성,성산 일대에서 브이로그 중 소개되는 카페.,,7iTroY2ZD5k,16653,우도 포토존
카페 아오오 (Cafe Out of Ordinary),성산,high,주차편함|애견동반,"주차 가능, 야외에서 반려동물 동반 가능합니다.",제주 서귀포시 성산읍 환해장성로 75,Rn7q2JLUqb4,79313,제주 카페
카페 오른,성산,low,오션뷰|디저트,,,x6YkQ7bOC-8,20385,성산 카페
카페 오른,성산,mid,오션뷰|감성,바다뷰 카페로 영상에서 '바다뷰 카페 오른'으로 소개됨.,,_P2srUVL87k,32163,우도 맛집
카페 톨카니,성산,low,,,,cJ4mNonRQcg,26899,제주 오션뷰 카페
카페더라이트,성산,low,,,,KMMS7LzjL40,2986,성산 카페
카페더라이트,성산,high,오션뷰|루프탑|야외석|베이커리,"성산일출봉이 가리는 곳 없이 시원하게 보이는 바다뷰가 특징이며 2층 창가 자리와 루프탑, 잔디밭 야외테이블이 있음. 베이커리와 시그니처 음료(라이트 라떼)가 제공됨.",서귀포시 성산읍 한도로 269,BX3hyUP3V8k,1541,성산 카페
카페더라이트,성산,low,오션뷰,,,E_HumAfosPc,5330,성산 카페
카페더라이트,성산,low,오션뷰,,,k77cAAAG-MY,770,성산 포토존|우도 포토존
카페더씨,성산,mid,오션뷰|감성|디저트,잠수함에 들어가 물고기를 볼 수 있고 맛있는 커피와 경치를 제공한다.,,9yMvgOBMQcM,2612,성산 카페
카페모알보알,성산,low,노을,,,Tmm-91Su-Ic,898,제주 노을 카페
카페아오오에,성산,low,오션뷰|감성,,,Tj2fI6oZhes,645,성산 카페
카페오른,성산,low,오션뷰|감성,,,pKGug_P_DnQ,261,조천 카페
카페쿠리,성산,low,,,,GsapnYjjxLM,4995,성산 포토존
카페프릳츠성산,성산,low,오션뷰|신상,,,YgrysqvHtLc,3392,성산 카페|제주 오션뷰 카페
컴포터블 Comfortable,성산,low,,,,hx4-j0WOTd4,102088,성산 카페|세화 카페
코스모파치,성산,low,,,,7HL-KkURXzY,34217,제주 감성 카페
키에키 로스팅룸,성산,low,로컬,,,7HL-KkURXzY,34217,제주 감성 카페
트리피덕 Trippy Duck,성산,low,,,,hx4-j0WOTd4,102088,성산 카페|세화 카페
티나케이크,성산,low,베이커리|디저트,,,6Z4K6gYAEMY,129085,제주 카페|협재 카페|월정리 카페|성산 카페|성산 맛집|제주시 카페|서귀포 카페|제주 오름|제주 감성 카페|제주 브런치 카페|제주 디저트 카페|제주 신상 카페
파앤이스트,성산,low,,,,pKGug_P_DnQ,261,조천 카페
푸아루,성산,low,,,,7HL-KkURXzY,34217,제주 감성 카페
프릳츠,성산,high,브런치,,제주 서귀포시 성산읍 일출로 222,SrFxvaKAe_k,138484,애월 카페|한림 카페|한림 맛집|협재 카페|함덕 카페|월정리 카페|월정리 맛집|성산 카페|표선 카페|서귀포 카페|제주 오션뷰 카페|제주 감성 카페|제주 브런치 카페|제주 조용한 카페|곽지 카페
프릳츠,성산,mid,오션뷰|감성,성산일출봉 뷰가 멋진 카페.,,6ebgz0jd8oQ,1705,성산 카페
프릳츠 성산점,성산,low,베이커리|브런치,,,6f0lZPQ3ELI,1087,제주 여행|함덕 맛집
프릳츠 제주 성산점,성산,mid,감성|오션뷰,감성 가득한 카페로 성산일출봉 뷰를 볼 수 있는 디저트 타임에 적합한 곳.,,aKqCgTpWB9U,49721,성산 카페|성산 맛집
프릳츠 제주 성산점,성산,high,오션뷰|주차편함|베이커리|브런치,"성산일출봉 뷰가 있는 카페로 운영시간은 월~일 08:00–20:00, 커피 맛집으로 소개됨.",제주 서귀포시 성산읍 일출로 222,ovh4i7Fugy8,861,성산 카페
프릳츠 제주 성산점,성산,high,오션뷰|베이커리|애견동반,"탁 트인 오션뷰와 감각적인 인테리어, 수준 높은 커피와 베이커리를 즐길 수 있으며 대표 메뉴로 에스프레소·아메리카노·카페라떼와 제주 말차 크림 도넛, 단팥 브리오슈가 있다. 주차는 전용 주차장 완비, 반려동물 동반 가능(리드 필수).",제주특별자치도 서귀포시 성산읍 일출로 222,21ZII8QFFrE,1626,성산 카페
프릳츠 제주성산점,성산,mid,오션뷰,프릳츠의 제주 성산 지점으로 성산일출봉을 거의 마주보는 듯한 뷰가 특징이며 커피맛으로 유명함.,,ukerRTGDuQ0,18699,제주 카페|한림 카페|협재 카페|성산 카페|표선 카페|중문 카페|제주시 카페|서귀포 카페|제주 오션뷰 카페|제주 조용한 카페|제주 신상 카페
프릳츠 제주성산점,성산,low,베이커리,,,M3nijojdm0o,96467,제주 카페|한림 카페|함덕 카페|월정리 카페|성산 카페|중문 카페|제주시 카페|서귀포 카페|제주 감성 카페|제주 대형카페|제주 베이커리 카페|제주 디저트 카페|제주 조용한 카페|제주 노을 카페
프릳츠 제주성산점,성산,low,오션뷰|커피맛집,,,BEy6jwOlsFE,363,제주 카페|서귀포 카페
프릳츠 제주성산점,성산,high,베이커리|디저트,,제주 서귀포시 성산읍 일출로 222,Sozt3btJBkQ,44214,제주 감성 카페
프릳츠 제주성산점 Fritz Jeju Seongsan Branch,성산,low,베이커리|디저트,,,hx4-j0WOTd4,102088,성산 카페|세화 카페
프릳츠카페 성산,성산,low,베이커리|감성,,,aeHur7mWg9A,2265,성산 카페
프릳츠카페성산점,성산,low,,,,cCbMdM5vWz8,572,성산 카페
프릳츠커피,성산,low,브런치|디저트,,,6Z4K6gYAEMY,129085,제주 카페|협재 카페|월정리 카페|성산 카페|성산 맛집|제주시 카페|서귀포 카페|제주 오름|제주 감성 카페|제주 브런치 카페|제주 디저트 카페|제주 신상 카페
